Rank,Bib,LastName,FirstName,Team,Nationality,Category,PositionInCategory,PositionInGenre,OfficialTime,Delay
495,542,64009b853b61dbed7a417ae539bf396bdc2cca230fe5ba8c566e47ad,d60cd35b5810e0cdf50bab88616538fe28b3f244168960c148baa16b,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM,64,464,3:31:27,+1:07:27
496,805,9a30b670ee2f6c71b9aa75588460a70d31b1553ac824828178f6d5bc,d0105c0ece462529a5f0b914d5417225fb95718d1a1cc5e5d85fcd08,9d9f3d6ba1fc0d0fe11e8053847378c570df54493cc0c2e71eeda3ea,ita,SM40,110,465,3:31:28,+1:07:28
497,890,e597b02f795ab4254556feaa51c063f1415c18fbba0942eccce73982,4f864dda1af3348f911123658082b57437468f6194c702afd184ab2c,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,rus,SM35,90,466,3:31:29,+1:07:29
498,827,5af6002913c027a5a8424f5d9e8fd2db2fd8b73a1315fcac9a1d6999,6452afd28edb1aa40ca0f7d0963a21d945c5a45b8bc68903ed9f3e00,9d9f3d6ba1fc0d0fe11e8053847378c570df54493cc0c2e71eeda3ea,ita,SM45,114,467,3:31:29,+1:07:29
499,365,c896ee48a305429a6a6c5ab680e2fdaba5aac9fe04a0c4d1bbafd354,9427f79851a891d716d90b53f81b22578070ac5a03668c73150df331,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fin,SM50,73,468,3:31:35,+1:07:35
500,417,807d218b8771a0407ce53537580366579e77dbc96d8d00f9784b072f,b506fb880468e4b7ccbf13c9dea5d30d93a0fca87e2bc6662097f9b7,a845cbc1c843a1fa86adc3237640f4deba5a9e741409c16115f01ec6,ita,SM45,115,469,3:31:36,+1:07:36
501,495,00297007b6bfa968e8d05dd358adade340f7ee944f41ea417f233355,a722d96579eaa0ee8db142be81b3a8820d5770d5448d96e10ec91935,d2d965415203352a51d82ec92f013e4ac769b599c7cd67f64d3eec96,ita,SM45,116,470,3:31:39,+1:07:39
502,404,e7898168361e484f1bbb761e8181943113f9926b650aa71198446596,e7abb79a69eaa9546ef5f44adcc9c7deba4fb56120224a1c7b652fae,83be273d181f04b50cf313b73ad02dfcd63a35e3d1cee78eed3c21db,ita,SM40,111,471,3:31:44,+1:07:44
503,1044,3ac1330ee0bf7f9d927453648d345f52b96aa5bc68988967527fa668,7d0fa4d8794580faaf418592ba2826168efc73183e5d698551fcfed1,e9af363026fa70fbc67a1355b2a236782469bcc7dc267f1f08d03731,ita,SF35,9,32,3:31:56,+1:07:56
504,423,696d2e7df0c5f6ab02c1fc90b50a337814ca79e8c457a0d4f6989fc6,caeebf3649dd2c2a5d479bdd47a3d9d067c97df42ffa00bae89dd124,a9cd781bfbc47330f0fa5cd921cee3ec37c020e53c121f178d313fee,ita,SM35,91,472,3:32:01,+1:08:01
505,1333,5256f7987a206645f5a6e0f4067bbe07c2aef715cd82f495ce2a8781,3f8cd2f562d65398f09554de3a0abd589ddd6f047ed7283eaa0b4eb2,89e2b86bab053a39ad5c35969884654dea2661dc6d77ca8ba71ee96e,ita,SM35,92,473,3:32:03,+1:08:03
506,1434,2418472690f925fac0ba8e1efb77ee0ec81d63509d2b6610c40c4a1f,3eaf5959779a4450d05fff19010be0a643916662902b3ea9ab99ba7e,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM50,74,474,3:32:05,+1:08:05
507,1470,1cefff93bb9c1ac7b008a466e332e59660dad721b3cc9148ab7c8a3c,4260bf19be6e27da2888ffdd9b4e9c384fbf9dfb48b395e922d6aa20,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM45,117,475,3:32:05,+1:08:05
508,381,b64007d79cf1882d4d6c453492211178fe9bc5f0fefee783ee77cd2c,0a6aad5659c54af6da9c7dbcaf2e3c63b3be23df7b8c37d1cd6e9bde,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM55,13,476,3:32:13,+1:08:13
509,317,ddff8527e74c58fbec30888f205358f397e855c5fc40090bdae865a9,bc715a02358f3e80932665ef08094a7e832b1b908c27baf061a0f450,93df1ee3951685083a40260c1f305e3c6a9e6d35d49689fb2de23651,ita,SM45,118,477,3:32:14,+1:08:14
510,1092,cc7b583d67c7321de46bd53304c421022909f173aa6465b1c366bd1f,82f18ef2f0963d6ccae7df9e42208391cc8d919554e7ac8ff441fb8a,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SF35,10,33,3:32:21,+1:08:21
511,592,5ff706d780ad6d0e2b6d41bff6d12e0cf3c2f913f3784d67f36d67cb,27662a3fe9fa23f0a0c715e10eb289a812fad9611064bdb211f3db9e,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,gbr,SM55,14,478,3:32:30,+1:08:31
512,244,be5efb8a1f954695502ed9a52690d85ae5e62a778b1d37961eb4fa1b,932da6883ce149d38223f39645ff4d1ad3c9d8a75dfaed50a01d12c6,7c2d57f8c5b8321a0dbee9a2f6918d9bd7091025c14bd9194fc59e81,usa,SM35,93,479,3:32:31,+1:08:31
513,422,ce468a31862812bfd118bd5dbf9546672b88de7b5682974710d138d9,4b56d4592c1982f2a2f6007be2e24f927f8dd20c728684f213d0f924,d28b42ddca495b02e254b593d2b95750ee607606913188d0c77746ea,ita,SM45,119,480,3:32:52,+1:08:52
514,1113,f735c421647b75b1204aa173a747e422a76384380ed5da590506be98,d083f285cc32f06ca146cae94bf083b0ea5576dbf7b64ac93bdd9523,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,gbr,SF45,8,34,3:32:54,+1:08:54
515,1459,c05bc61fc78885a9932f5a872c6e3cb2034b14adfc4e977b1fd1af48,87193631ff85bfe1b0724dc2af19be50965b759aef319d9253851d14,69f28f52d506351ebc0aecc4c9e272e5f6ee005c1a30fe162acf1768,ita,SM55,15,481,3:32:55,+1:08:55
516,709,3b51954a4761bdfa6de1ef224b45846ec471a833fec057d05d8bc2e8,f6336c72c2d9caba02955e3ad80fb1b4506393bfd6b7c64fb9188926,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,irl,SM,65,482,3:32:55,+1:08:55
517,547,2418472690f925fac0ba8e1efb77ee0ec81d63509d2b6610c40c4a1f,e7951cf196f319d2a0209286650b926dd5f3a5d3f7419653ac2df50d,ce6aa333926c571c20ccf302731e53668da823a1da0b728fa3c9867a,ita,SM50,75,483,3:32:56,+1:08:56
518,92,0ea6b8f184694fd4c372acd2e9b35fa21b69db3fcbaea8e9e5bd5f2b,34e0fc6eb5ae0a1846ea2d586ec9f937ebf3ff82b150dfdb1be90d98,89e2b86bab053a39ad5c35969884654dea2661dc6d77ca8ba71ee96e,ita,SM40,112,484,3:33:11,+1:09:11
519,330,f67e49f410bdb3be8d0f65f8af3c60fc177b534d13cd5d4cfd0b95a1,5eaeddd3f30a4dfa4236d099a3ba6e5b459b6bd5970246d4e55f114a,e387496fed1704d38d88dd28f9b2f6d10d9fb0cded893f0445febd65,ita,SM50,76,485,3:33:13,+1:09:13
520,717,b6375f28ef7ebcee77b51d1c5a87e5dd112dac9fa47494fba9c033cf,5945ed1183e3524463b7276eff7f9422de1ae9cd2820f9122bcb2756,55b3da0a4e2c506ef3c1c4ae270249330256e4a03e7c2dc03aeda409,ita,SM,66,486,3:33:13,+1:09:13
521,230,4bd43e4c3b76ed54c435bb09ecd05ee9f4a4250401fbc5e5bfd5a629,e6b06493a2ce1c50b14af9fa9e79a0441eb6bee537465801a18ab77b,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,usa,SM45,120,487,3:33:13,+1:09:13
522,603,3db6a130e0038cabddd3f65438f0569d89da7427ac550fe83b688de6,1610fa1ea0b3b886c31460a76aea1b7b2fd19ac76810837f3dd95d39,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fra,SM40,113,488,3:33:19,+1:09:19
523,1019,2cef7a18558b8da21bd57c6fb41d5d5e3a48c510b2d71fd2ac78d4df,3697a7fad0353730ab7af75032276305878395496c4add6d2aca5f79,b93324940132a5301e0a9e01bd465f32d78bf52ffdf5b4623eb51863,ita,SF35,11,35,3:33:22,+1:09:22
524,400,db9e351815dbcf0c5d84cd3dd112e0ed78cccc888124dc9be13589c7,caeebf3649dd2c2a5d479bdd47a3d9d067c97df42ffa00bae89dd124,516b2275f528b50c1de50b245b7b577e9fb5734ffc6d622715043fc4,ita,SM45,121,489,3:33:28,+1:09:28
525,371,b8be3b43f5aa43236d32a0ac8d0602282b121b048809ca7231eb59e2,960ff6c5acc21b4d1f1a099780d4794bea8695958bef5b65322b8aa6,a57976b50258a2a6b7d5e5ff81bbccb1b7e8e07cc43e4afaa5b3fdb6,ita,SM50,77,490,3:33:29,+1:09:29
526,522,ccce651fae4b8611c4597724843b48350a4ee419200622a26ea5cce6,a2182d410494c2d237727066f9bfc5dd939b4221fe3e6566f8d0b08d,1e0d89e08a07bd8097b86873b89c081e2c1f70652fe2835d536d0177,ita,SM50,78,491,3:33:45,+1:09:46
527,1415,781c1f44be41763312776c9dfe39424ee96d5e1ab0f9db24c5e79f69,1e2c0b4492370d6fa184798e86e457c53d81634ffad71fbcdaaf6db8,4f99524ab11527173c48fef8a60dcc6bb11d79ae169fb4c3cf08176a,ita,SM50,79,492,3:33:46,+1:09:47
528,303,f27f2b877d7ccdf0408bbf4811162b6173523f42ccefc1aae29d5d4a,9a7c0864f93b604a71d3276836f43873bdc866a7ad0254d39f76d9f5,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM50,80,493,3:33:48,+1:09:48
529,324,798a2d4a7e79786c7e0e006948c04b6672b40edca183d6d348aa7b41,ac208358facf242b638ecc2731b7758711408ee72d97e6b1dd43351a,f866eef3bbceb69fbd2b40b3cee66d3a6e756d5f82446d9c766a40e3,ita,SM40,114,494,3:34:00,+1:10:00
530,631,62482c6e8e0a04d841d449a2c3fd48b41106eebe7c6d19a74f2e1307,f0e81b9df312c6f5cdf470695ec833db14f43da3dd276ddbd7217267,55b3da0a4e2c506ef3c1c4ae270249330256e4a03e7c2dc03aeda409,ita,SM45,122,495,3:34:00,+1:10:00
531,569,6a56a5286c2a40beded894dd8a71a4ab2d588a3591b3f83133a3076a,fef6e4d20c53e549f4e51936f5c2521c6a3e629bdaacd3bafd07feaf,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM45,123,496,3:34:02,+1:10:02
532,1664,fbd08c44392691d0e1c1ea879257098838d0c55b9514e1e6ea433972,83093842ea278110d11880fe61bf9723447099b776abb7c67fef5dd1,49bcd8677d865e7f29b8f3a561b9386ad261f32ceda29a0c43f666f8,ger,SM45,124,497,3:34:07,+1:10:07
533,790,3cbfed29f6a29791296f0963ea16360f1182a796946b09c087cefc7e,02335c467d7158452fd56f55e4955650045fdd0f498a992c7b32e07c,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM40,115,498,3:34:08,+1:10:08
534,628,d8540a0ec1442235b2caab5751f14b2dc2d19039d798bd1c189cf997,181c1375100173b5ba72e813b2758d00fc17e825bfe02b0fcec5c8e4,a5b549c0ca4d06c409d9b39130bb072953e771f95c15641f2f6ad4df,ita,SM40,116,499,3:34:08,+1:10:08
535,189,d345ca402443021262b15f61b53ab966a661ddac1f5ffe56135fd64a,f0e81b9df312c6f5cdf470695ec833db14f43da3dd276ddbd7217267,83271f8edae542cb3cf6dad72196d7ad1af10053a5d20f647be87165,ita,SM50,81,500,3:34:16,+1:10:16
536,739,ddd893f00d670fb88c3851c78fb0ace6430edb661f9920abd0b07567,f03c4438a1df7cc9cfd114adf691e269f1dc96355a1bba4c947d4041,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,gbr,SM40,117,501,3:34:29,+1:10:29
537,695,ad4778dae7e137c230ea3ce0cd3abd79683221883f1e22a2685c763f,df15d3803b470abb657ef19d18381d98c02e2d3b3cd7f5d2a7d9a79f,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM,67,502,3:34:36,+1:10:36
538,394,c28595fadb2ed08f4c41dcdff4f35d2d31dac463b5d1f39cafac2a74,dae5f5d3cd6a43c670fdb27182883ebe39e33ab800ae571c80b40567,a22c7e3a68a9f0520a019aa943feea634f4308104b5802d50b3c9141,ger,SM65,1,503,3:34:43,+1:10:43
539,732,6f18eac543f093f4eb8a2981752fe4bf7a90a2c87be77efb1cbf0927,94a77014b15c9633182a28cf1873ad4095c6ec1c272bfce721b05496,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,rom,SM45,125,504,3:34:47,+1:10:47
540,1619,dff05c3b7583c28d2895a4c1d0e5e4f0e23c59b980534f26447421d3,0fc3490873f82f5e3281787f1d3211826838e10d4366ce9fe4aed495,5c8f8dae7c36fd7011700cb0d52ccbdf32c74477b68981d8f8dc33a1,ita,SM40,118,505,3:34:54,+1:10:54
541,158,4dc40625d6d2a77dfcb619ea8ddebcde4f5140d3f83e29b94926b4fb,454193ac4e677223566e0f4d7199bed2c0e9f42329e207d0353fbff1,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,mlt,SM55,16,506,3:34:59,+1:10:59
542,1045,e98aa33f92db6af0320ffe63cd45827a6096250161c7917bb5a1f211,4a5bea173704e898f1db895a9ee687d785b29621c20af8dd972ecf48,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,gre,SF45,9,36,3:35:01,+1:11:01
543,263,d0ca9b0e8ab3ba538220126346238868f2eb094d2cb002f2476a95db,287cd70e5f9d7dce6426c6fd83034005f1f6bd21f7ed9753d3c631e3,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,nor,SM45,126,507,3:35:11,+1:11:11
544,364,453a534fe5ee0c125074dca99e407947d0889a9463d400ae94f31bb5,8791c1571f3247b4dd45836cb47abad393512855e29a1e395d9e661d,96868508f593e4cd0bbe3ca56ca11c270a2eb2bf588506c87954ca6a,ita,SM45,127,508,3:35:13,+1:11:13
545,407,ba098d08fb05cebba86574f5b0817893df1b1088622cb5da8f27c19f,d813d5ed823f12e5b899b375c9f27dfa73d64cab0517461af5c05884,4003439ffee7587a68d540dabb3228d4f5789a566d1cf0645329ada0,ita,SM45,128,509,3:35:18,+1:11:18
546,334,47bd1fcb4469048c22d1f1e10025385d65fad437f06bb4ebf6291676,ac208358facf242b638ecc2731b7758711408ee72d97e6b1dd43351a,1710372c1139cf45387e63659a07a4d7d7f3f8998cf84be9a611c121,ita,SM35,94,510,3:35:24,+1:11:24
547,582,afc441faebfce59f17f72769e67d572799a00e165b068fecdd326e15,3eaf5959779a4450d05fff19010be0a643916662902b3ea9ab99ba7e,53735795e28140cd35b15c7dc3ffc21e6f91cfa0db89ef834ca72c21,ita,SM40,119,511,3:35:30,+1:11:30
548,1679,849c4ec2afc7c6d4a43fe021b48a082479a341ef6324c54021fc531c,f477e7bf89089bd70b4ef245fc13f4dc11e62f27067670892ac065bf,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,arg,SF35,12,37,3:35:31,+1:11:31
549,1639,a83ae4de24070321db3b8ea88f178ce91958ff3aa7965bdac15cbb4b,674fcefca1a6c7760e1c8a5815db7de196f9f7a8793650056a455afb,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,and,SM50,82,512,3:35:31,+1:11:31
550,772,71381d5b213d83c7b990a2498c7c2ef40b2a7d670da890a765b8f509,4260bf19be6e27da2888ffdd9b4e9c384fbf9dfb48b395e922d6aa20,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM45,129,513,3:35:35,+1:11:35
551,389,9d2df7b586ebf09d90840634fe7eb17fcb755ff01c135888ee7047ca,d4bf3293b07767c458c65379e034a5b5d6baeec0bd04ffad779951f6,fcb2eb506712e3249ffcf6563573db62944af9068bf282eb8b8329e5,ita,SM40,120,514,3:35:40,+1:11:40
552,255,92bbfe3253270f1574c639041d398a7e6ff98add3c253845966c0a68,47ea9d906bd9526ea13a57406d099aff0f1d3021deca750d40396013,b93324940132a5301e0a9e01bd465f32d78bf52ffdf5b4623eb51863,ita,SM40,121,515,3:35:41,+1:11:42
553,1023,997bac45c60abc4a172995a817b21ae2ecea60c2fb1ec8f216f9a7a6,481be5de59eaf7b4b65e582a29bddec72f6541d109046025d80e88d5,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,esp,SF40,6,38,3:35:47,+1:11:47
554,681,71250f902eab94efb7745dbe552fc8bd2b1060266f2550ca1d770795,569d8110ccb9a55ef0a69e0d6fc0836b89637026f427c2a7f9ce6a26,511b64943cf0dc926f33519d0ec8cc8981a3fe81efe8087fc35d4ace,ita,SM35,95,516,3:35:52,+1:11:52
555,577,d8ea1e19d292d4734976839d64f8052167302684ff044769d2d6eaca,59118ed4adf6ad4cf0b98d55e156dfb64bb46943ee256f1a8dba2cc3,8ab63564037fb786a7738955816be3d1b2b2c87859484a6f6d32b864,ita,SM45,130,517,3:35:56,+1:11:56
556,679,6f2ae103dd302e768c0c61843a122dc00b6b7c1f841c3a44036520bd,edb30b03f60c8eebde545629e51511520231dc0aba79e83ee1f14c43,55a189aa033fb711f7c6ec7bba03eb90b3d6fea3eea79f8bf247eb9c,ita,SM35,96,518,3:35:57,+1:11:57
557,453,3dd2b350f6f43b6ed8ff5d9fc3f6c8019c4eab6d8d150d7c3bd3ee03,a722d96579eaa0ee8db142be81b3a8820d5770d5448d96e10ec91935,77d0a67b37f0f6e84a3ee8b47b347800b4f312ab9f15cdcb98cb6db7,ita,SM45,131,519,3:36:04,+1:12:04
558,1305,ecddedb62b053920b5e27b76f30c8279a0e51e584e1cb80942a04a28,bc715a02358f3e80932665ef08094a7e832b1b908c27baf061a0f450,89e2b86bab053a39ad5c35969884654dea2661dc6d77ca8ba71ee96e,ita,SM35,97,520,3:36:05,+1:12:05
559,1313,b2faebbf40613996bfad2a5ddf190beab4bbd19964981c06878b6672,c5d3d65b8bade7f528975c4e6591f8206e0d463d6cffc35e6a418024,d0eac593de379cc6f2717a655535fcfa0dd369bddc2f33bb82fcfa41,ita,SM40,122,521,3:36:16,+1:12:16
560,497,e2ccded672a2f8359b5e17473260cd01a2e76c7ec6ec9f68d580287a,6b13f110d68325dca9721bb8e3cc70751a4ada41ba83dab29ab6aed3,3f364f8fc917f60c296da31a590265d7db807dea91de9c291eeebde2,ita,SM60,3,522,3:36:23,+1:12:23
561,352,d36af6a2d466a6cf2acb2a8c852a0e7fec5a4d5475b967a22e3e913b,edb30b03f60c8eebde545629e51511520231dc0aba79e83ee1f14c43,fb723803427348720f81c86180ebb92fb5e3003fb28c497a6449a83d,ita,SM55,17,523,3:36:24,+1:12:24
562,678,7b390f5839dfa29c055dfbc27c43ee24dc1bc51229f2df14f3d2a0e0,8b5dccc9584da299c064022a0695dddb209272b114e35fc9c9fa753b,8ab63564037fb786a7738955816be3d1b2b2c87859484a6f6d32b864,ita,SM35,98,524,3:36:26,+1:12:26
563,75,60abda8f08803f495fc467ac91515031befbcdbbd65d7a3910cb3a0f,38aee361cf8b8331a567684caa1a36667a7351dcbb2904919d564d49,87d94f4f9fdd43340f284844448932e52b83a878bafab401a01cd6f4,ita,SM55,18,525,3:36:46,+1:12:46
564,541,93933698f28709b1936dde110a2ce8d752a381e029b66379435898f0,d30b8470eb155c84a57b5cf7047a2cc43f2fb3ded2e57dba39b5d7e7,7bd0ca431462d08cc474257aa2f1243c76f2294fb5e1f67467495d48,gre,SM45,132,526,3:36:54,+1:12:54
565,446,827367822e84d95d6fa1b0a59cdd4e16ef7e946128a8acb88b614e0a,4ce4305e38ec23433b4fbcfd604f79daa3a67efb1737374cd2f8f6fa,7bd0ca431462d08cc474257aa2f1243c76f2294fb5e1f67467495d48,gre,SM45,133,527,3:36:54,+1:12:54
566,1652,6d6c76baf3f48dd82fd07be6250c9129b67e28c148a46ab5413bac00,e8a6709578792c5cedd75cf5a5af22479a50d06ee6f665a9e86685f4,95bc57c9ab508765409df88049453856518e3bdc7c15fb76607e89be,ita,SM55,19,528,3:36:57,+1:12:57
567,399,f0113fc172d84987dc95c24aca7cfbe6533a8f2e3e896caefd77d0e7,8fde3ff701323a961a8250d7b0eeca9c5fe5c0dea55c49b10044ea30,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fra,SM50,83,529,3:37:03,+1:13:03
568,579,cae318cab370e4b5bcdec42bae24c179d5e2ad9ac29e81c2da2aeced,8e722006dd18ba0e8592731b905bcbf91305bd305588a14936a2c1ed,fcb2eb506712e3249ffcf6563573db62944af9068bf282eb8b8329e5,ita,SM40,123,530,3:37:06,+1:13:06
569,1643,ca1630d4be5dd608f628263812d3569c331ad320d0e79899cad2026f,0e693d7fd55877e5e75ff44b9a5314a5e8630e63790e953ea6b7db46,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ned,SM55,20,531,3:37:12,+1:13:12
570,448,6700ae666534600372c8b0a11adb20b4a22c291cfec0f6be982befec,9cc5393ed396fc25a98992cbc280be52ee764597e95b454bf4f15894,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM,68,532,3:37:40,+1:13:40
571,464,0a37acc1225088dd63a08afe226fb20d28f1cc6705c138a690c4f4fe,4548376649d53baab338e043f30d638ae4ac1ef0b9547e34d9ae29c9,aa3ecb38c20ef3aaa6450f32390fb884be7be0e0fe5613d50293140d,ita,SM40,124,533,3:37:42,+1:13:42
572,889,e56728f70b72eab0294461fcf6edb9081935c5bb73b0bd16e3e15260,9cc5393ed396fc25a98992cbc280be52ee764597e95b454bf4f15894,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM50,84,534,3:37:58,+1:13:58
573,393,ac68398af236461e97ab5e011f6f3120dadcd593875ba9f2fbea352f,0952ceddce20426ca8b80c23c02cbc5c6257a7e08eeea9cf726a2c78,ec3a80545aaaf8eb4531f5e5d3a2560f6df50af9f4d8084a3b109b5e,usa,SM45,134,535,3:38:08,+1:14:08
574,607,80dd1b3789f33828f883a94f26bb0fb8ac78b6deec96cf9c5ddf0867,432e3692a6840f0bd2fb9811263df72dc2a9a5d44d5e75cd6f70b0e8,427f4f9a4b51177f84e70c04d11e584865d0c065dc52267f77d66860,ita,SM50,85,536,3:38:08,+1:14:08
575,498,ad9717237de70ae2a9ec46798e52a2bd7ca818ca5dc7ec29edad1170,f004902f961edd2771d9ed5b30ae9c5aa4c074d02c64097799fa4fd1,fc92879edbbaaa232cd3fc99a02331b4546506a943bf40507a54b50c,ita,SM40,125,537,3:38:11,+1:14:11
576,360,d951c97391e0e5c6422b12c6cdb2aee187a922dd3724f3b8d19b73db,11304f327ec798773c8655e52c02d0d312ec97d25e3dc6b967887ad0,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fra,SM55,21,538,3:38:16,+1:14:16
577,1340,29edd8b4b0308ad42c77da75387fd07ddd0eb28e8693d5b8af5fdf0d,bc715a02358f3e80932665ef08094a7e832b1b908c27baf061a0f450,32a71ec989256ae545c8b7098374e83549d0b19d099a18eb11b17c8b,ita,SM40,126,539,3:38:18,+1:14:18
578,693,05faddf8281ec8cba437f58956a64876baa97b2f48b3de7ac45568dd,cba471f51093f2db8fe211d6f555f605a2bde710ea257a814a375ecf,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,esp,SM,69,540,3:38:20,+1:14:20
579,172,250f2a7f6a8414c5b682aa8818d226bdd23854579567a6949e033dba,3fa41da3851004d594cf0349d8b375f076e6152c7bdabac13ebd491b,4139a2329e67e748a690b98d8cc6de8eb8fa1ebb66d7ff7bc40e9cec,ita,SM60,4,541,3:38:31,+1:14:31
580,537,5c0dab39d54df2d1997d7f634915979a163206ffc0825752a3b88c86,3802172bf9cd7c9e774a537229e7981c4b5f53b121d5c9c0e5727385,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fra,SM35,99,542,3:38:32,+1:14:32
581,462,a4885d01b254d8fab2209d03a5aec29d361f084fab657df2b66a206e,5eaeddd3f30a4dfa4236d099a3ba6e5b459b6bd5970246d4e55f114a,07433704d13406f8ca172e9adfdf431770f55981d8f048d26d9b2501,ita,SM35,100,543,3:38:42,+1:14:42
582,435,ed458441f4060a3923b25734643df3df8dcbfe0af431e353a06dd831,9a1265b0f638d6c85208b5d9233775a7226c74e039edc1ffd7b529cc,c17eb236668c4e05834762e3c2f8325312adbc1e932c310222edd7b0,ita,SM70,1,544,3:38:47,+1:14:47
583,836,b8b99bbf4c90d5f7a4a3a366e9d03db0023c6a13026661f6ccf2bce3,bd1be9185fb0431b752adc781f263334e674c4383fe4d9c48e99ae7f,c718a65e4aa7f1c755cd96eefd55937dcfab4500c907c71e97dad255,ita,SM40,127,545,3:38:48,+1:14:48
584,1328,d375e2dd18f608981a746a44170c6ddcedd3ff2225886a47bb953602,2a031971c16d799407ee46ef1072e589ae40f9fb3ae7aa652dbe7029,8e5bec985e0e165c6f13a3ae9f626c19d3d43ae117fe03bf5dd3af7e,ita,SM50,86,546,3:38:49,+1:14:49
585,458,9ec587fdd228be575d7ca0b91a6d7886de9024f032e11b1b57a94311,1934c18aaf7eb73f5036a9e0a405b3f658c2b530ef507a0f92757fed,bada39e1e427375722a59bed474647d2fecd768b25bdf78b2f2f7549,pol,SM,70,547,3:38:49,+1:14:49
586,616,35abd977d3a0245f44a8f1224e011d3485e5a03242a5cf8f6d49657a,64e33adecbf2535df94c0c191d4cd400ecc065e74b4f200aa92a0ab5,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ned,SM,71,548,3:38:54,+1:14:54
587,649,7aa75a403040aa4a5754c164ba2b9a37c20d75e123787d6fcb91c482,edb30b03f60c8eebde545629e51511520231dc0aba79e83ee1f14c43,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM35,101,549,3:38:55,+1:14:55
588,823,f3ca95ef0f3e5b20146c78e16da53b8ccca28cf300f09ce97fc680a2,f0e81b9df312c6f5cdf470695ec833db14f43da3dd276ddbd7217267,b5f0bf38eb7a871fd0eefed7b02b0db719094b2040fa1be1e475399c,ita,SM35,102,550,3:38:56,+1:14:56
589,573,11f5eb980507008569088b031705582cf8db1690ae3847cbce11fba1,34e0fc6eb5ae0a1846ea2d586ec9f937ebf3ff82b150dfdb1be90d98,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM35,103,551,3:38:59,+1:14:59
590,1047,2cc47c6f2d136509e7783322b00e5cdf803196932d91ebd60c96ad07,13f40a9f71a450dc129dc0e73b0492523cf97cf2492d3a236e3f1032,8d37cee09f80b12e18ec41f12f9da914067619428aee42c8666699a6,ita,SF55,2,39,3:39:04,+1:15:05
591,341,780756d5f3e01dc2396ce53c842d9b75eec89e2b0018af1e0e415f5a,3a21ed11af6e9e4a2d14577d20c8f6796ed4452000fd08a0a12ee765,2fa6dcce33137ee100c6203ca34f33e7dbb9cee2228578b24ad7d8db,ita,SM45,135,552,3:39:05,+1:15:05
592,846,dbec2870d0d034d32510852f1b705e77f786822a3767938a552d9223,a2f6d0eeddd4327d67c131dccb9df067aacf11cf23a3a6928c2d79fb,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM,72,553,3:39:06,+1:15:06
593,378,e0016801f554285171a795ac7324a309e5d4e4acac722d58bb9a50e3,4e4c604ca984d30c02e4de1e4a9b0227a72666bd45fdd9fdcf7e44da,d5c43cc99567e254c4c1ded1dfb2df8b7d05e795ce83528adfd8a458,ita,SM50,87,554,3:39:11,+1:15:11
